latitude,longitude,brightness,acq_date,acq_time,daynight,type
10.8162,-1.9993,324.4,2020-01-01,1037,D,0
10.405,-1.007,339.4,2020-01-01,1037,D,0
10.1896,-1.9394,341.7,2020-01-01,1037,D,0
10.1883,-1.9298,322.8,2020-01-01,1037,D,0
10.3974,-1.0174,326.4,2020-01-01,1037,D,0
10.2148,-2.298,329.9,2020-01-01,1037,D,0
10.1049,-1.6015,322.8,2020-01-01,1037,D,0
10.8148,-1.9897,327.8,2020-01-01,1037,D,0
10.3961,-1.0083,327.1,2020-01-01,1037,D,0
10.0289,-1.1424,324.1,2020-01-01,1037,D,0
10.1364,-2.0804,322.9,2020-01-01,1037,D,0
10.5556,-2.1746,324.3,2020-01-01,1037,D,0
9.9916,-1.1385,331.3,2020-01-01,1037,D,0
9.9903,-1.1294,322.8,2020-01-01,1037,D,0
10.9103,-2.2811,339.7,2020-01-01,1037,D,0
10.7461,-1.5134,321.8,2020-01-01,1037,D,0
10.4879,-1.7031,324.7,2020-01-01,1037,D,0
9.9055,-0.5508,325.2,2020-01-01,1037,D,0
9.8855,-0.4158,322.5,2020-01-01,1037,D,0
10.3994,-1.157,328.4,2020-01-01,1037,D,0
9.8761,-0.3528,327.4,2020-01-01,1037,D,0
9.8659,-0.3451,326.5,2020-01-01,1037,D,0
10.828,-2.1475,330.5,2020-01-01,1037,D,0
10.4809,-1.8494,344.1,2020-01-01,1037,D,0
10.1087,-2.0842,322.4,2020-01-01,1037,D,0
10.1025,-2.0915,320.9,2020-01-01,1037,D,0
10.4717,-1.8507,324.2,2020-01-01,1037,D,0
10.0734,-1.8907,328.2,2020-01-01,1037,D,0
10.0551,-1.8933,325.8,2020-01-01,1037,D,0
11.0033,-0.4343,324.7,2020-01-01,1037,D,0
10.9307,-2.1565,321.0,2020-01-01,1037,D,0
10.9089,-2.2711,344.6,2020-01-01,1037,D,0
10.8083,-2.0104,331.5,2020-01-01,1037,D,0
10.3326,-0.8876,323.5,2020-01-01,1037,D,0
9.9187,-1.0812,327.2,2020-01-01,1037,D,0
9.9174,-1.0721,324.8,2020-01-01,1037,D,0
10.4584,-1.8234,326.6,2020-01-01,1037,D,0
10.0453,-2.0211,319.8,2020-01-01,1037,D,0
9.8155,-0.4417,323.0,2020-01-01,1037,D,0
10.8757,-2.5511,320.7,2020-01-01,1037,D,0
10.4571,-1.8139,324.8,2020-01-01,1037,D,0
9.9432,-1.3759,332.8,2020-01-01,1037,D,0
9.9419,-1.3667,333.5,2020-01-01,1037,D,0
10.2586,-0.4463,327.1,2020-01-01,1037,D,0
9.861,-0.8123,349.6,2020-01-01,1037,D,0
9.8597,-0.8033,324.7,2020-01-01,1037,D,0
10.8692,-2.1249,342.4,2020-01-01,1037,D,0
10.8215,-2.1686,343.4,2020-01-01,1037,D,0
10.1424,0.333,336.8,2020-01-01,1037,D,0
9.7976,-0.4443,323.3,2020-01-01,1037,D,0
9.908,-1.2595,324.2,2020-01-01,1037,D,0
10.4371,-1.7393,326.5,2020-01-01,1037,D,0
9.7793,-0.3826,328.8,2020-01-01,1037,D,0
9.7704,-0.3839,333.4,2020-01-01,1037,D,0
10.8201,-2.1587,350.3,2020-01-01,1037,D,0
10.251,-0.4566,333.5,2020-01-01,1037,D,0
9.7691,-0.3749,326.4,2020-01-01,1037,D,0
9.7601,-0.3823,321.4,2020-01-01,1037,D,0
10.2497,-0.4476,352.4,2020-01-01,1037,D,0
10.0268,-2.3369,323.1,2020-01-01,1037,D,0
9.9046,-1.4909,328.1,2020-01-01,1037,D,0
11.0019,-0.4252,324.2,2020-01-01,1037,D,0
10.8431,-1.9395,322.0,2020-01-01,1037,D,0
10.7269,-1.5737,327.3,2020-01-01,1037,D,0
10.2484,-0.4386,324.5,2020-01-01,1037,D,0
9.9033,-1.4817,333.5,2020-01-01,1037,D,0
9.902,-1.4725,323.1,2020-01-01,1037,D,0
10.231,-0.3214,324.7,2020-01-01,1037,D,0
9.9006,-1.4633,324.1,2020-01-01,1037,D,0
9.7569,-0.4839,333.0,2020-01-01,1037,D,0
10.5274,-0.5173,320.6,2020-01-01,1037,D,0
10.2297,-0.3124,328.1,2020-01-01,1037,D,0
9.8956,-1.4922,343.3,2020-01-01,1037,D,0
10.0086,-2.4099,322.4,2020-01-01,1037,D,0
10.3494,-1.1923,321.7,2020-01-01,1037,D,0
9.8056,-1.2524,325.3,2020-01-01,1037,D,0
9.9169,-2.0813,326.7,2020-01-01,1037,D,0
10.9497,-1.0771,323.6,2020-01-01,1037,D,0
10.6485,-0.2808,333.4,2020-01-01,1037,D,0
10.8835,-2.2952,325.2,2020-01-01,1037,D,0
9.9155,-2.0717,327.2,2020-01-01,1037,D,0
10.7332,-1.9972,328.4,2020-01-01,1037,D,0
10.3481,-1.1831,338.3,2020-01-01,1037,D,0
9.7573,-0.9875,329.2,2020-01-01,1037,D,0
10.2221,-0.3227,351.9,2020-01-01,1037,D,0
9.8469,-1.791,364.2,2020-01-01,1037,D,0
9.8455,-1.7816,377.0,2020-01-01,1037,D,0
10.7641,-2.345,322.3,2020-01-01,1037,D,0
10.2208,-0.3137,332.2,2020-01-01,1037,D,0
9.8332,-1.6969,341.5,2020-01-01,1037,D,0
9.8319,-1.6876,338.9,2020-01-01,1037,D,0
10.3399,-1.1907,364.6,2020-01-01,1037,D,0
9.8242,-1.6983,322.7,2020-01-01,1037,D,0
9.8228,-1.6889,322.5,2020-01-01,1037,D,0
10.9009,-0.6189,326.1,2020-01-01,1037,D,0
10.8684,-0.522,328.0,2020-01-01,1037,D,0
10.8897,-2.0022,324.5,2020-01-01,1037,D,0
10.8599,-2.1262,347.1,2020-01-01,1037,D,0
10.7626,-2.335,330.2,2020-01-01,1037,D,0
10.3385,-1.1816,350.9,2020-01-01,1037,D,0
9.7043,-0.8753,352.5,2020-01-01,1037,D,0
9.6989,-0.8392,324.1,2020-01-01,1037,D,0
10.3733,-1.6111,323.8,2020-01-01,1037,D,0
9.8137,-1.6902,329.7,2020-01-01,1037,D,0
9.8568,-2.1881,326.7,2020-01-01,1037,D,0
10.6885,-1.817,330.5,2020-01-01,1037,D,0
10.2351,-0.788,326.7,2020-01-01,1037,D,0
9.638,-0.6733,322.9,2020-01-01,1037,D,0
9.8433,-2.2754,327.3,2020-01-01,1037,D,0
10.2338,-0.779,325.4,2020-01-01,1037,D,0
9.8243,-2.2087,324.6,2020-01-01,1037,D,0
9.5226,-0.2086,353.6,2020-01-01,1037,D,0
10.8297,-1.9117,332.5,2020-01-01,1037,D,0
10.7018,-2.0414,321.6,2020-01-01,1037,D,0
10.4502,-2.3472,326.0,2020-01-01,1037,D,0
9.5212,-0.1996,337.8,2020-01-01,1037,D,0
9.7311,-1.7561,323.4,2020-01-01,1037,D,0
10.346,-1.615,323.6,2020-01-01,1037,D,0
9.7297,-1.7468,325.3,2020-01-01,1037,D,0
9.643,-1.1491,320.8,2020-01-01,1037,D,0
10.4453,-0.2773,341.0,2020-01-01,1037,D,0
10.3072,-1.3456,326.3,2020-01-01,1037,D,0
9.722,-1.7574,348.8,2020-01-01,1037,D,0
9.7206,-1.748,357.1,2020-01-01,1037,D,0
10.3058,-1.3364,354.5,2020-01-01,1037,D,0
9.7589,-2.0805,355.6,2020-01-01,1037,D,0
9.7575,-2.0709,327.0,2020-01-01,1037,D,0
10.8361,-1.6284,320.3,2020-01-01,1037,D,0
10.8314,-1.9906,330.4,2020-01-01,1037,D,0
10.444,-0.2682,329.2,2020-01-01,1037,D,0
10.2288,-0.8074,324.9,2020-01-01,1037,D,0
9.6901,-1.6004,323.2,2020-01-01,1037,D,0
9.7497,-2.0818,323.3,2020-01-01,1037,D,0
10.0732,0.2413,326.9,2020-01-01,1037,D,0
9.7483,-2.0722,321.8,2020-01-01,1037,D,0
9.5604,-0.964,322.8,2020-01-01,1037,D,0
10.6429,-1.8918,325.2,2020-01-01,1037,D,0
10.0718,0.2505,327.1,2020-01-01,1037,D,0
9.5514,-0.9653,323.1,2020-01-01,1037,D,0
9.6886,-1.9705,323.9,2020-01-01,1037,D,0
10.2981,-1.3469,342.4,2020-01-01,1037,D,0
9.4131,-0.0926,324.8,2020-01-01,1037,D,0
9.4901,-0.735,340.8,2020-01-01,1037,D,0
10.8205,-1.913,338.2,2020-01-01,1037,D,0
10.632,-1.8153,327.1,2020-01-01,1037,D,0
10.2968,-1.3377,376.8,2020-01-01,1037,D,0
9.4888,-0.726,329.2,2020-01-01,1037,D,0
9.4812,-0.7363,326.2,2020-01-01,1037,D,0
10.1713,-0.7942,324.2,2020-01-01,1037,D,0
9.4746,-0.6913,324.4,2020-01-01,1037,D,0
9.4732,-0.6823,325.5,2020-01-01,1037,D,0
10.4185,-0.472,326.8,2020-01-01,1037,D,0
10.1683,-0.9611,330.1,2020-01-01,1037,D,0
9.4626,-0.6104,340.3,2020-01-01,1037,D,0
9.4613,-0.6014,335.3,2020-01-01,1037,D,0
10.3233,-2.1006,345.5,2020-01-01,1037,D,0
9.4656,-0.6926,355.9,2020-01-01,1037,D,0
9.4643,-0.6836,335.9,2020-01-01,1037,D,0
10.9373,-1.1822,323.2,2020-01-01,1037,D,0
10.9182,-2.2698,331.4,2020-01-01,1037,D,0
10.8191,-1.9034,335.4,2020-01-01,1037,D,0
10.322,0.1791,325.1,2020-01-01,1037,D,0
10.3219,-2.0909,350.6,2020-01-01,1037,D,0
9.4537,-0.6117,353.5,2020-01-01,1037,D,0
9.4524,-0.6027,330.1,2020-01-01,1037,D,0
10.1593,-0.9624,341.8,2020-01-01,1037,D,0
9.5416,-1.3374,322.7,2020-01-01,1037,D,0
9.2961,0.3194,339.5,2020-01-01,1037,D,0
10.3206,0.1882,328.1,2020-01-01,1037,D,0
10.081,-0.4298,328.9,2020-01-01,1037,D,0
9.2947,0.3286,334.7,2020-01-01,1037,D,0
9.7152,-2.5983,324.0,2020-01-01,1037,D,0
10.0797,-0.4208,347.7,2020-01-01,1037,D,0
9.6006,-1.8064,324.8,2020-01-01,1037,D,0
9.4069,-0.4868,321.3,2020-01-01,1037,D,0
10.8178,-1.8937,330.1,2020-01-01,1037,D,0
10.4595,-0.9372,325.2,2020-01-01,1037,D,0
10.314,-2.1019,323.1,2020-01-01,1037,D,0
9.5126,-1.3291,322.3,2020-01-01,1037,D,0
9.2686,0.3186,325.5,2020-01-01,1037,D,0
10.3127,-2.0922,324.9,2020-01-01,1037,D,0
9.4903,-1.2393,324.8,2020-01-01,1037,D,0
9.5052,-1.4048,320.9,2020-01-01,1037,D,0
10.4582,-0.9281,327.4,2020-01-01,1037,D,0
10.2048,-1.3383,321.3,2020-01-01,1037,D,0
9.3524,-0.366,323.3,2020-01-01,1037,D,0
9.406,-0.7901,327.1,2020-01-01,1037,D,0
10.2035,-1.3291,321.7,2020-01-01,1037,D,0
9.4047,-0.7811,330.9,2020-01-01,1037,D,0
9.2415,0.3146,321.8,2020-01-01,1037,D,0
10.8379,-1.7055,332.8,2020-01-01,1037,D,0
10.6206,-0.5247,336.1,2020-01-01,1037,D,0
10.4223,-0.6835,325.1,2020-01-01,1037,D,0
10.0721,-0.4311,361.4,2020-01-01,1037,D,0
9.546,-1.8141,328.0,2020-01-01,1037,D,0
10.0708,-0.4221,334.1,2020-01-01,1037,D,0
10.421,-0.6744,329.7,2020-01-01,1037,D,0
10.2979,-2.0548,330.3,2020-01-01,1037,D,0
10.2901,-2.0658,331.1,2020-01-01,1037,D,0
10.6193,-0.5157,352.0,2020-01-01,1037,D,0
10.4506,-0.9385,332.0,2020-01-01,1037,D,0
10.2887,-2.0561,326.9,2020-01-01,1037,D,0
10.208,-1.4887,325.5,2020-01-01,1037,D,0
10.4492,-0.9294,330.7,2020-01-01,1037,D,0
10.1176,-0.9935,342.5,2020-01-01,1037,D,0
10.1163,-0.9844,325.8,2020-01-01,1037,D,0
9.3188,-0.9471,324.4,2020-01-01,1038,D,0
8.5668,-2.1762,322.9,2020-01-01,1038,D,0
8.5654,-2.1668,324.1,2020-01-01,1038,D,0
9.3112,-0.9574,324.4,2020-01-01,1038,D,0
8.5079,-1.7668,322.5,2020-01-01,1038,D,0
8.3291,-0.5482,333.4,2020-01-01,1038,D,0
9.2127,-0.2917,323.1,2020-01-01,1038,D,0
8.5563,-2.1681,331.2,2020-01-01,1038,D,0
8.3202,-0.5495,323.6,2020-01-01,1038,D,0
9.2051,-0.3021,333.7,2020-01-01,1038,D,0
8.1325,0.5799,328.5,2020-01-01,1038,D,0
8.2734,-0.4245,333.3,2020-01-01,1038,D,0
9.2037,-0.293,342.0,2020-01-01,1038,D,0
8.272,-0.4155,325.2,2020-01-01,1038,D,0
8.3945,-1.3062,343.8,2020-01-01,1038,D,0
9.1189,0.2711,321.1,2020-01-01,1038,D,0
8.4028,-1.4249,320.4,2020-01-01,1038,D,0
8.3168,-0.8404,326.1,2020-01-01,1038,D,0
9.407,-1.7419,320.9,2020-01-01,1038,D,0
8.3267,-1.0313,331.8,2020-01-01,1038,D,0
8.3177,-1.0326,323.2,2020-01-01,1038,D,0
9.2363,-0.5794,319.9,2020-01-01,1038,D,0
8.2366,-0.4852,354.6,2020-01-01,1038,D,0
8.2353,-0.4761,368.4,2020-01-01,1038,D,0
9.3764,-1.5951,324.6,2020-01-01,1038,D,0
8.1633,0.0046,322.6,2020-01-01,1038,D,0
8.1619,0.0138,319.4,2020-01-01,1038,D,0
9.0707,0.4091,325.9,2020-01-01,1038,D,0
8.4305,-1.8686,343.3,2020-01-01,1038,D,0
8.4291,-1.8594,324.4,2020-01-01,1038,D,0
9.4913,-2.5206,326.6,2020-01-01,1038,D,0
8.4227,-1.8792,333.4,2020-01-01,1038,D,0
8.4214,-1.8699,355.2,2020-01-01,1038,D,0
9.4899,-2.5107,336.1,2020-01-01,1038,D,0
8.208,-0.4157,322.7,2020-01-01,1038,D,0
8.2941,-1.125,348.7,2020-01-01,1038,D,0
9.4494,-2.2276,331.7,2020-01-01,1038,D,0
8.2927,-1.116,335.3,2020-01-01,1038,D,0
8.296,-1.2625,337.1,2020-01-01,1038,D,0
9.448,-2.2181,328.9,2020-01-01,1038,D,0
8.1724,-0.6112,328.3,2020-01-01,1038,D,0
8.2655,-1.3037,321.5,2020-01-01,1038,D,0
9.4328,-2.1129,328.8,2020-01-01,1038,D,0
8.1715,-0.6664,328.1,2020-01-01,1038,D,0
8.32,-1.7407,320.1,2020-01-01,1038,D,0
9.4315,-2.1033,355.6,2020-01-01,1038,D,0
8.3186,-1.7315,322.2,2020-01-01,1038,D,0
8.246,-1.2329,322.8,2020-01-01,1038,D,0
9.4301,-2.0937,335.9,2020-01-01,1038,D,0
8.207,-1.0978,324.7,2020-01-01,1038,D,0
8.2325,-1.3329,320.3,2020-01-01,1038,D,0
9.4287,-2.0842,334.4,2020-01-01,1038,D,0
8.2927,-1.8068,320.3,2020-01-01,1038,D,0
8.2901,-1.7885,332.8,2020-01-01,1038,D,0
9.4274,-2.0748,334.2,2020-01-01,1038,D,0
8.272,-1.7911,323.0,2020-01-01,1038,D,0
7.9576,0.3306,315.6,2020-01-01,1038,D,0
9.3209,-1.3413,323.3,2020-01-01,1038,D,0
7.9562,0.34,318.0,2020-01-01,1038,D,0
8.2887,-2.0338,319.7,2020-01-01,1038,D,0
9.2055,-0.5564,318.8,2020-01-01,1038,D,0
8.2873,-2.0245,326.3,2020-01-01,1038,D,0
8.2675,-1.9516,332.1,2020-01-01,1038,D,0
9.3506,-1.6083,326.2,2020-01-01,1038,D,0
8.2662,-1.9423,321.2,2020-01-01,1038,D,0
8.2425,-1.8422,317.4,2020-01-01,1038,D,0
9.3173,-1.3791,321.3,2020-01-01,1038,D,0
8.1618,-1.2879,325.1,2020-01-01,1038,D,0
8.1542,-1.2981,317.5,2020-01-01,1038,D,0
9.1037,0.0659,337.8,2020-01-01,1038,D,0
8.1529,-1.2891,320.1,2020-01-01,1038,D,0
8.0908,-0.8674,328.1,2020-01-01,1038,D,0
9.1023,0.0751,339.0,2020-01-01,1038,D,0
8.028,-0.4454,328.9,2020-01-01,1038,D,0
8.0267,-0.4363,323.3,2020-01-01,1038,D,0
9.1743,-0.4691,325.8,2020-01-01,1038,D,0
7.9982,-0.2464,320.2,2020-01-01,1038,D,0
7.929,0.2121,328.8,2020-01-01,1038,D,0
9.164,-0.4614,325.2,2020-01-01,1038,D,0
8.0181,-0.444,342.0,2020-01-01,1038,D,0
8.226,-1.9168,346.3,2020-01-01,1038,D,0
9.0358,0.3944,321.0,2020-01-01,1038,D,0
8.2246,-1.9076,333.5,2020-01-01,1038,D,0
7.8846,0.3898,324.9,2020-01-01,1038,D,0
9.1657,-0.5346,323.4,2020-01-01,1038,D,0
7.8832,0.399,319.7,2020-01-01,1038,D,0
8.2223,-1.9551,327.6,2020-01-01,1038,D,0
9.2657,-1.4676,321.3,2020-01-01,1038,D,0
8.2156,-1.9089,326.5,2020-01-01,1038,D,0
8.1981,-1.7894,328.2,2020-01-01,1038,D,0
9.4172,-2.5779,322.3,2020-01-01,1038,D,0
8.2079,-1.9194,349.0,2020-01-01,1038,D,0
8.2065,-1.9102,344.2,2020-01-01,1038,D,0
9.169,-0.8711,323.6,2020-01-01,1038,D,0
8.2109,-2.0039,322.3,2020-01-01,1038,D,0
8.2095,-1.9947,320.6,2020-01-01,1038,D,0
9.4092,-2.5891,325.8,2020-01-01,1038,D,0
8.2001,-1.9299,362.2,2020-01-01,1038,D,0
8.1988,-1.9207,339.7,2020-01-01,1038,D,0
9.4078,-2.5792,329.3,2020-01-01,1038,D,0
7.86,0.3671,316.6,2020-01-01,1038,D,0
8.1911,-1.9312,331.9,2020-01-01,1038,D,0
9.1753,-1.1003,336.5,2020-01-01,1038,D,0
8.1884,-1.9127,323.9,2020-01-01,1038,D,0
8.1871,-1.9035,334.0,2020-01-01,1038,D,0
9.174,-1.0913,324.2,2020-01-01,1038,D,0
7.8509,0.3657,317.8,2020-01-01,1038,D,0
8.2102,-2.1275,327.5,2020-01-01,1038,D,0
9.3531,-2.3961,323.2,2020-01-01,1038,D,0
8.2088,-2.1181,322.9,2020-01-01,1038,D,0
8.17,-1.8495,326.6,2020-01-01,1038,D,0
8.9481,0.3654,321.7,2020-01-01,1038,D,0
8.1687,-1.8404,329.9,2020-01-01,1038,D,0
8.1673,-1.8312,327.8,2020-01-01,1038,D,0
9.1445,-1.0771,343.3,2020-01-01,1038,D,0
8.2094,-2.252,326.4,2020-01-01,1038,D,0
8.2081,-2.2426,351.0,2020-01-01,1038,D,0
9.0409,-0.3755,328.7,2020-01-01,1038,D,0
8.2068,-2.2332,336.0,2020-01-01,1038,D,0
8.2054,-2.2238,335.7,2020-01-01,1038,D,0
9.0395,-0.3665,327.6,2020-01-01,1038,D,0
8.2178,-2.3763,320.9,2020-01-01,1038,D,0
8.2003,-2.2533,323.0,2020-01-01,1038,D,0
9.0058,-0.1407,324.9,2020-01-01,1038,D,0
8.1989,-2.2439,328.6,2020-01-01,1038,D,0
8.1508,-1.9087,342.0,2020-01-01,1038,D,0
9.2215,-1.6709,322.5,2020-01-01,1038,D,0
8.1495,-1.8994,326.9,2020-01-01,1038,D,0
8.0175,-0.9944,331.2,2020-01-01,1038,D,0
9.2122,-1.6689,327.8,2020-01-01,1038,D,0
7.963,-0.6268,322.5,2020-01-01,1038,D,0
8.2112,-2.3833,329.9,2020-01-01,1038,D,0
9.1826,-1.4669,329.9,2020-01-01,1038,D,0
8.1443,-1.9252,328.2,2020-01-01,1038,D,0
8.1429,-1.9159,355.4,2020-01-01,1038,D,0
9.1001,-0.9055,323.3,2020-01-01,1038,D,0
8.1416,-1.9067,326.9,2020-01-01,1038,D,0
7.9501,-0.6071,319.4,2020-01-01,1038,D,0
9.0603,-0.636,324.9,2020-01-01,1038,D,0
8.0684,-1.4703,321.5,2020-01-01,1038,D,0
7.9936,-1.0862,324.5,2020-01-01,1038,D,0
9.2731,-2.2163,328.4,2020-01-01,1038,D,0
7.9922,-1.0773,328.0,2020-01-01,1038,D,0
7.9499,-0.7905,322.4,2020-01-01,1038,D,0
9.174,-1.5335,323.9,2020-01-01,1038,D,0
7.8763,-0.48,320.6,2020-01-01,1038,D,0
7.8476,-0.4105,318.9,2020-01-01,1038,D,0
9.1433,-1.3237,328.5,2020-01-01,1038,D,0
7.9126,-0.9764,318.6,2020-01-01,1038,D,0
8.1252,-2.4898,315.8,2020-01-01,1038,D,0
9.142,-1.3146,331.9,2020-01-01,1038,D,0
7.9619,-1.3725,319.3,2020-01-01,1038,D,0
8.1299,-2.5873,326.2,2020-01-01,1038,D,0
9.1194,-1.1606,324.9,2020-01-01,1038,D,0
8.1285,-2.5777,331.8,2020-01-01,1038,D,0
8.0857,-2.2823,319.7,2020-01-01,1038,D,0
9.0809,-0.8992,323.9,2020-01-01,1038,D,0
8.0843,-2.2727,328.4,2020-01-01,1038,D,0
7.8616,-0.755,340.8,2020-01-01,1038,D,0
9.1773,-1.6833,322.2,2020-01-01,1038,D,0
7.8603,-0.746,338.3,2020-01-01,1038,D,0
8.0971,-2.4255,321.3,2020-01-01,1038,D,0
9.12,-1.2899,324.6,2020-01-01,1038,D,0
7.7242,0.1059,340.5,2020-01-01,1038,D,0
7.7151,0.1046,327.8,2020-01-01,1038,D,0
8.9401,-0.073,320.1,2020-01-01,1038,D,0
7.6801,0.3373,314.1,2020-01-01,1038,D,0
7.7074,0.094,322.0,2020-01-01,1038,D,0
9.2386,-2.1723,323.5,2020-01-01,1038,D,0
7.706,0.1032,329.8,2020-01-01,1038,D,0
7.6695,0.3455,326.7,2020-01-01,1038,D,0
9.1936,-2.1202,327.7,2020-01-01,1038,D,0
7.8947,-1.2262,322.3,2020-01-01,1038,D,0
8.0345,-2.251,325.1,2020-01-01,1038,D,0
9.0342,-1.0162,324.8,2020-01-01,1038,D,0
8.0238,-2.1761,319.0,2020-01-01,1038,D,0
7.9042,-1.3532,336.4,2020-01-01,1038,D,0
8.9506,-0.45,325.6,2020-01-01,1038,D,0
7.8805,-1.1916,333.8,2020-01-01,1038,D,0
8.0146,-2.1774,319.9,2020-01-01,1038,D,0
8.9492,-0.441,340.5,2020-01-01,1038,D,0
7.8953,-1.3545,329.0,2020-01-01,1038,D,0
7.8676,-1.1659,324.5,2020-01-01,1038,D,0
9.187,-2.1277,327.7,2020-01-01,1038,D,0
7.9642,-1.9538,318.8,2020-01-01,1038,D,0
7.8841,-1.4081,323.1,2020-01-01,1038,D,0
9.1856,-2.1182,326.2,2020-01-01,1038,D,0
7.8699,-1.3734,324.9,2020-01-01,1038,D,0
7.9207,-1.7821,332.3,2020-01-01,1038,D,0
9.075,-1.4236,322.7,2020-01-01,1038,D,0
7.9193,-1.7729,326.6,2020-01-01,1038,D,0
7.8609,-1.3747,326.2,2020-01-01,1038,D,0
9.0126,-0.9983,322.3,2020-01-01,1038,D,0
7.7802,-0.8278,328.7,2020-01-01,1038,D,0
7.937,-1.9575,325.7,2020-01-01,1038,D,0
9.0007,-0.9173,344.6,2020-01-01,1038,D,0
7.9357,-1.9483,324.4,2020-01-01,1038,D,0
7.9116,-1.7834,318.2,2020-01-01,1038,D,0
8.9993,-0.9083,323.3,2020-01-01,1038,D,0
7.7713,-0.8291,319.8,2020-01-01,1038,D,0
7.6041,0.2916,317.2,2020-01-01,1038,D,0
8.9901,-0.8454,324.0,2020-01-01,1038,D,0
7.6027,0.3009,360.0,2020-01-01,1038,D,0
7.8827,-1.6483,315.7,2020-01-01,1038,D,0
8.9781,-0.7646,319.5,2020-01-01,1038,D,0
7.76,-0.8765,318.5,2020-01-01,1038,D,0
7.7683,-0.9942,319.9,2020-01-01,1038,D,0
8.9329,-0.4591,322.7,2020-01-01,1038,D,0
7.9222,-2.1109,322.8,2020-01-01,1038,D,0
7.9209,-2.1016,315.6,2020-01-01,1038,D,0
8.9316,-0.4501,362.1,2020-01-01,1038,D,0
7.9131,-2.1122,348.6,2020-01-01,1038,D,0
7.9118,-2.1029,323.6,2020-01-01,1038,D,0
9.1075,-1.7092,326.0,2020-01-01,1038,D,0
7.8957,-2.1782,318.1,2020-01-01,1038,D,0
7.8944,-2.1688,316.5,2020-01-01,1038,D,0
8.9625,-0.721,330.7,2020-01-01,1038,D,0
7.8204,-1.6636,337.1,2020-01-01,1038,D,0
7.8445,-2.0809,331.6,2020-01-01,1038,D,0
8.9226,-0.4514,327.6,2020-01-01,1038,D,0
7.8431,-2.0717,326.7,2020-01-01,1038,D,0
7.7451,-1.4622,334.7,2020-01-01,1038,D,0
8.9323,-0.5786,337.5,2020-01-01,1038,D,0
7.7438,-1.4532,331.1,2020-01-01,1038,D,0
7.6618,-0.8972,323.2,2020-01-01,1038,D,0
8.931,-0.5696,328.4,2020-01-01,1038,D,0
7.6605,-0.8882,321.3,2020-01-01,1038,D,0
7.7453,-1.5266,327.7,2020-01-01,1038,D,0
9.0547,-1.4731,344.2,2020-01-01,1038,D,0
7.7361,-1.4635,328.2,2020-01-01,1038,D,0
7.7348,-1.4545,334.3,2020-01-01,1038,D,0
9.0534,-1.464,329.8,2020-01-01,1038,D,0
7.7229,-1.3735,322.9,2020-01-01,1038,D,0
7.7084,-1.2747,342.5,2020-01-01,1038,D,0
8.9765,-0.9392,321.5,2020-01-01,1038,D,0
7.7071,-1.2657,323.1,2020-01-01,1038,D,0
7.6995,-1.276,334.4,2020-01-01,1038,D,0
8.9234,-0.5799,342.8,2020-01-01,1038,D,0
7.6816,-1.2847,325.4,2020-01-01,1038,D,0
7.5576,-0.57,312.4,2020-01-01,1038,D,0
8.9101,-0.49,326.0,2020-01-01,1038,D,0
7.5563,-0.561,312.2,2020-01-01,1038,D,0
7.4956,-0.153,312.5,2020-01-01,1038,D,0
